Country,Amount,Date
"Greenland","$9.15",2013
"Iran","$7.25",2014
"United Arab Emirates","$6.61",2014
"Qatar","$5.81",2014
"Papua New Guinea","$5.63",2014
"Bermuda","$5.00",2014
"Libya","$4.68",2014
"Singapore","$4.54",2014
"Norway","$4.52",2014
"Yemen","$4.33",2014
"Australia","$4.30",2014
"Afghanistan","$4.00",2014
"Burundi","$3.97",2013
"Djibouti","$3.83",2013
"Jordan","$3.77",2014
"Ireland","$3.53",2014
"Finland","$3.37",2014
"Andorra","$3.37",2014
"Jersey","$3.28",2014
"Iceland","$3.23",2014
"Pakistan","$3.18",2014
"New Zealand","$3.12",2014
"French Polynesia","$2.98",2013
"Guernsey","$2.91",2014
"Grenada","$2.85",2014
"United Kingdom","$2.81",2014
"Japan","$2.77",2014
"Kuwait","$2.77",2014
"Iraq","$2.76",2014
"The Bahamas","$2.75",2014
"Bangladesh","$2.66",2014
"Cayman Islands","$2.62",2014
"Vanuatu","$2.61",2013
"Israel","$2.59",2014
"Canada","$2.54",2014
"Malaysia","$2.53",2014
"Jamaica","$2.49",2014
"Samoa","$2.45",2013
"Venezuela","$2.43",2014
"Faroe Islands","$2.38",2014
"United States","$2.27",2014
"Sweden","$2.24",2014
"Denmark","$2.17",2014
"Fiji","$2.17",2014
"France","$2.14",2014
"Curacao","$2.11",2013
"British Virgin Islands","$2.10",2014
"Uruguay","$2.05",2014
"Nepal","$2.01",2014
"South Korea","$2.00",2014
"Sudan","$2.00",2014
"Aruba","$2.00",2014
"Guyana","$2.00",2014
"Guam","$2.00",2013
"Morocco","$1.98",2014
"Reunion","$1.98",2014
"Turkey","$1.91",2014
"Ghana","$1.90",2014
"Suriname","$1.89",2014
"Belize","$1.88",2014
"Algeria","$1.85",2014
"Dominica","$1.85",2013
"Luxembourg","$1.84",2014
"Gibraltar","$1.83",2014
"Switzerland","$1.81",2014
"Costa Rica","$1.80",2014
"Indonesia","$1.79",2014
"Trinidad and Tobago","$1.79",2014
"Cape Verde","$1.78",2014
"Bahrain","$1.67",2014
"Italy","$1.65",2014
"Greece","$1.63",2014
"Nigeria","$1.62",2014
"Seychelles","$1.62",2014
"Belgium","$1.61",2014
"Nicaragua","$1.61",2014
"Mozambique","$1.61",2014
"New Caledonia","$1.58",2013
"Argentina","$1.56",2014
"Liberia","$1.55",2013
"Dominican Republic","$1.54",2014
"Peru","$1.54",2014
"Malta","$1.54",2014
"Uzbekistan","$1.53",2014
"Azerbaijan","$1.53",2014
"Gambia","$1.52",2014
"Cyprus","$1.51",2014
"Puerto Rico","$1.51",2014
"Saint Lucia","$1.50",2014
"Barbados","$1.50",2014
"Monaco","$1.50",2013
"Turkmenistan","$1.50",2013
"Kenya","$1.48",2014
"Mauritius","$1.47",2014
"Democratic Republic of the Congo","$1.47",2014
"Hong Kong","$1.46",2014
"Guatemala","$1.44",2014
"Brazil","$1.43",2014
"Slovenia","$1.42",2014
"Oman","$1.42",2014
"Botswana","$1.39",2014
"Taiwan","$1.38",2014
"Thailand","$1.37",2014
"Madagascar","$1.37",2014
"Tajikistan","$1.36",2013
"Bolivia","$1.35",2014
"Syria","$1.32",2014
"Honduras","$1.31",2014
"Tanzania","$1.30",2014
"India","$1.30",2014
"Egypt","$1.30",2014
"Portugal","$1.28",2014
"Kyrgyzstan","$1.28",2014
"Chile","$1.26",2014
"Sri Lanka","$1.26",2014
"Netherlands","$1.25",2014
"Uganda","$1.25",2014
"Croatia","$1.23",2014
"Paraguay","$1.22",2014
"Latvia","$1.21",2014
"Tunisia","$1.21",2014
"South Africa","$1.19",2014
"Haiti","$1.19",2014
"Rwanda","$1.19",2014
"El Salvador","$1.18",2014
"Estonia","$1.18",2014
"Russia","$1.18",2014
"Brunei","$1.18",2014
"Mongolia","$1.18",2014
"Senegal","$1.17",2014
"Cameroon","$1.16",2014
"Albania","$1.15",2014
"Mexico","$1.12",2014
"Germany","$1.11",2014
"Spain","$1.11",2014
"Lesotho","$1.11",2014
"Austria","$1.10",2014
"Zambia","$1.09",2014
"Burma","$1.08",2014
"Laos","$1.07",2014
"Lebanon","$1.06",2014
"Namibia","$1.06",2014
"Zimbabwe","$1.05",2014
"Lithuania","$1.04",2014
"Malawi","$1.04",2013
"Cuba","$1.02",2014
"Belarus","$1.02",2014
"Montenegro","$1.01",2014
"Somalia","$1.00",2014
"Mali","$1.00",2014
"Angola","$1.00",2014
"Slovakia","$0.99",2014
"Colombia","$0.99",2014
"Georgia","$0.98",2014
"Ecuador","$0.96",2014
"Kazakhstan","$0.96",2014
"Poland","$0.96",2014
"Ethiopia","$0.95",2014
"Hungary","$0.93",2014
"Armenia","$0.92",2014
"Gabon","$0.92",2014
"Moldova","$0.91",2014
"Equatorial Guinea","$0.88",2013
"Romania","$0.87",2014
"Bosnia and Herzegovina","$0.86",2014
"Philippines","$0.85",2014
"Swaziland","$0.83",2014
"Republic of Macedonia","$0.81",2014
"Cambodia","$0.79",2014
"Bulgaria","$0.78",2014
"Serbia","$0.76",2014
"Saudi Arabia","$0.76",2014
"China","$0.76",2014
"Panama","$0.73",2014
"Ukraine","$0.70",2014
"Czech Republic","$0.68",2014
"Bhutan","$0.66",2014
"Vietnam","$0.58",2014
